Company,Title,Original Price,Current Price,Number of Reviews
웨이크메이크,[리뉴얼/1+1기획] 웨이크메이크 철벽 브러쉬 아이라이너 3COLOR 1+1 기획 / 단품,"13,000","11,700",999+
라운드랩,[NEW] 라운드랩 소나무 진정 시카 마스크 1매,"3,000","1,500",999+
프리메라,프리메라 알파인 베리 워터리 크림 50ml 단품/기획 택1,"41,000","32,800",999+
아이소이,아이소이 불가리안 로즈 립 트리트먼트 밤 2종 택1,"19,800","15,800",999+
에뛰드,[NEW컬러] 에뛰드 글로우 픽싱틴트,"14,000","11,200",999+
릴리바이레드,릴리바이레드 쥬시 라이어 워터틴트(AD) 4.8g,"13,000","9,500",999+
듀오,"듀오 퀵셋 속눈썹 접착제 14g ( 다크, 클리어 ) 튜브 타입 택 1","19,000","15,200",999+
루톤,루톤 여성 두피용 알파에르겐 탈모샴푸 500ml+70ml 증정기획,"31,000","25,800",999+
로레알,[한소희Pick]로레알파리 토탈리페어5 트리트먼트 헤어팩 4종 택1,"33,900","23,300",999+
유리아쥬,유리아쥬 제모스 토너 (본품500ml+250ml 추가 증정),"43,000","39,900",999+
정샘물,정샘물 스킨 누더 커버 레이어 쿠션(본품+리필),"42,000","39,900",999+
필리밀리,필리밀리 세라믹바디괄사(파우치 포함),"18,900","17,900",999+
티젠,[단독기획] 티젠 콤부차 30T 10종 택1,"19,500","12,900",999+
페리페라,페리페라 잉크더벨벳AD,"10,000","8,000",999+
카밀,[NEW] 카밀 핸드앤네일 로션 클래식 125ml,"8,900","4,900",999+
시루콧토,시루콧토 우루우루 40매 4개입/ 7개입 기획 택 1,"12,900","10,900",999+
뉴칸,[1월 올영픽]뉴칸 더블파워 밀크씨슬+멀티비타민 7개입 (7일분),"34,000","25,500",999+
눅스,[1월올영픽/소의튜브PICK] 눅스 윌 프로디쥬스 멀티 드라이 오일 100ml 기획 (+프리미엄 우드 괄사),"52,000","39,500",407
마녀공장,[더블기획] 마녀공장 비피다 바이옴 콤플렉스 앰플 30ml X2 기획,"43,000","25,440",999+
라보에이치,라보에이치 탈모증상완화 샴푸 두피강화 (333ml+50ml),"19,800","14,900",999+
에스쁘아,[증량기획] 에스쁘아 워터 스플래쉬 선크림 세라마이드 60ml (+20ml 추가 증정),"22,000","17,600",999+
달바,[국민미스트 진정 VER] 달바 화이트 트러플 바이탈 스프레이 세럼 100ml,"29,000","20,900",999+
힐링버드,[트와이스 나연PICK] 힐링버드 노워시 트리트먼트 오리지널 200ml+데미지 트리트먼트 100ml 한정 기획,"27,000","17,500",999+
메디힐,메디힐 WHP 미백수분 블랙마스크 EX,"3,000","1,500",999+
박준뷰티랩,[전문가용]박준뷰티랩 익스트림 매트 하드 헤어왁스 120g,"15,000","7,800",673
브링그린,브링그린 모이스처모먼트 핸드크림 30ml 6종 택1,"4,300","2,400",999+
포맨트,[1등 향수]포맨트 시그니처 퍼퓸 50ml 2종 택1 (코튼키스/코튼허그),"39,000","37,000",999+
인클리어,[의료기기] 인클리어 질세정기 단품/기획 3종 중 택 1 (3P/10P/9+3P 기획),"26,900","22,400",999+
바솔,바솔 이너밸런싱 포밍워시 150ml + 150ml 증정 기획,"36,000","25,000",999+
스튜디오17,스튜디오17 메이크업 브러쉬(19종 중 택1),"3,200","2,700",999+
넘버즈인,[수분진정] 넘버즈인 1번 청초 진정맑은 물막선크림 50ml+50ml 듀오기획 (SPF50+PA++++),"26,000","24,700",999+
토코보,토코보 비타 글레이즈드 립 마스크 20ml,"20,000","17,000",999+
센텔리안24,[최신상크림]센텔리안24 마데카 크림 타임 리버스 50ml,"38,000","17,000",18
더마틱스울트라,[의료기기] 더마틱스 스카플러스 스틱 5g 2종 (더블기획/단품),"23,900","16,730",999+
키스미,[초슬림 브러시/리뉴얼] 키스미 히로인메이크 마이크로 마스카라 어드밴스드 필름 N 4.5g,"22,000","14,300",999+
덴프스,[1월 올영픽]덴프스 덴마크 유산균이야기 30캡슐(1개월분),"23,000","16,900",541
브이앤에이뷰티,[앰플증정기획]V&A 미백보습크림 (50ml+20ml앰플),"62,000","37,910",703
라운드랩,[2023어워즈/4년연속] 라운드랩 1025 독도 토너 500ml 어워즈 한정기획(+크림50ml+패드10매),"45,000","29,800",999+
종근당건강,프로메가 알티지 오메가3 듀얼 40 캡슐 더블 기획세트 (40일분),"29,800","19,900",676
에스쁘아,[장이나 PICK/단독기획] 에스쁘아 비벨벳 플루이드 파운데이션 컨실러 증정 기획(본품 30g+컨실러 정품),"37,000","29,600",798
필리밀리,필리밀리 앞머리 헤어롤,"3,000","2,800",999+
리얼베리어,[대용량/단독기획] 리얼베리어 익스트림 크림 70ml+30ml 기획,"38,000","29,500",999+
모레모,[1월 올영픽]모레모 워터 트리트먼트 미라클 10 480ml 클로버 에디션 기획(90ml 증정),"49,000","23,900",999+
키스미,[한정수량] 키스미 히로인메이크 스피디 마스카라 리무버 더블 기획,"26,000","16,380",999+
우르오스,우르오스 올인원 200ml 2종 택 1,"29,700","23,700",999+
홀리카홀리카,[깡나PICK] 홀리카홀리카 하트크러쉬 베어 글레이즈 틴트,"14,000","9,800",78
셀리맥스,셀리맥스 어성초 바하 지우개 필링 패드 60매,"17,000","11,500",999+
VDL,VDL 엑스퍼트 컬러 프라이머 포 아이즈,"16,000","13,600",999+
아누아,아누아 어성초 77토너 + 어성초 70 로션 듀오 기획세트,"49,700","36,700",999+
딥트3일,"[1월 올영픽][주현영, 이나연 찐템]딥트 3일 애플번 30정 (15일분)","43,000","36,700",102
리파,[엔믹스 Pick] 리파 하트 브러시 7종 택1,"29,800","28,900",999+
그로우어스,그로우어스 씨솔트 테라피 샴푸 500g 기획(+ 샴푸 21g 증정),"26,000","23,400",776
키스미,[NO.1 마스카라] 키스미 히로인메이크 마스카라 EX (롱/볼륨),"18,000","13,500",999+
좋은느낌,좋은느낌 유기농 입는 무표백 오버나이트 2종 택 1 (M / L 4P),"10,700","9,630",999+
셀퓨전씨,[베스트/밀착톤업] 셀퓨전씨 토닝 썬스크린 100 50ml 기획(쿨링패드 2매입*2),"39,000","16,000",999+
바티스트,바티스트 드라이샴푸 50ml/200ml 11종 택 1,"7,500","5,900",999+
세타필,세타필 모이스춰라이징 로션 500ml 기획 (크림 85g 증정),"18,200","15,900",999+
유리아쥬,유리아쥬 진피 마일드 젤 200ml+50ml 증정 기획,"21,000","18,900",999+
푸드올로지,[서현Pick]콜레올로지 티 하비탈출 15포 (15일분),"35,800","28,300",616
필리밀리,필리밀리 미니 메이크업 브러시세트 (5종),"23,000","18,800",999+
포엘리에,포엘리에 이너퍼퓸 9종 택 1,"15,900","11,130",999+
메디큐브,메디큐브 제로 모공 패드 마일드 70매,"24,000","22,800",459
갸스비,갸스비 수퍼하드 셋&킵 스프레이 263ml+263ml,"13,700","13,000",275
고려은단,고려은단 비타민C1000 이지+비타민D 120정 (60일분),"13,000","10,900",999+
프로티원,[보틀증정] 프로티원 단백질쉐이크 4종 택1 490g (1ea/2ea),"29,900","26,910",137
에스트라,에스트라 에이시카365 소프트 진정 팩 패드 60매,"28,000","22,400",999+
VDL,VDL 컬러 코렉팅 프라이머,"23,000","18,400",934
스킨앤랩,[지안씨 Pick]스킨앤랩 베리어덤 인텐시브 크림 50ml 기획 (+ 크림 30ml 증정),"23,000","18,400",999+
닥터지,닥터지 레드 블레미쉬 클리어 퀵 수딩 패드 더블 기획세트(70매+70매),"50,000","35,000",999+
라운드어라운드,라운드어라운드 편백 클린 스프레이 골라담기,"18,000","10,900",999+
저스트에즈아이엠,[2023어워즈/윤그린PICK] 아이엠 샴푸 인텐시브 스칼프 케어 기획세트 1종/480ml 3종/700ml 2종 택1),"37,000","29,600",999+
라네즈,[1월올영PICK/선착순워터뱅크4종키트] 라네즈 워터뱅크 인텐시브 크림 45ml 배드블루 콜라보 기획,"39,000","27,500",81
메디힐,메디힐 콜라겐 에센셜 마스크 1매,"2,000","1,000",999+
해피바스,[비건] 해피바스 오리지널 컬렉션 바디워시 910G 7종 택1,"9,900","8,500",999+
한율,한율 달빛유자 수면팩 70ml (+35ml 증정기획),"34,000","27,200",999+
아크로패스,아크로패스 트러블큐어 6매,"9,800","8,800",999+
바이탈뷰티,바이탈뷰티 메타그린 슬림업 30일분,"36,000","27,000",999+
클리오,[NEW] 클리오 킬커버 스킨 픽서 쿠션,"36,000","27,000",242
화이트,화이트 순한순면 라이너 4종 택 1 (일반 / 롱 / 수퍼롱),"5,900","3,250",999+
아누아,[단독기획] 아누아 어성초 80 수분 진정 앰플 기획 (30ml+15ml),"29,000","21,500",999+
베네피트,[태연 Pick] 베네피트 틴트 6종 택1 (차차틴트 외),"31,000","26,350",999+
오킵스,[극강보습] 오킵스 워킹핸즈 핸드크림 자(96g)/튜브(85g) 택1,"13,000","8,300",999+
오설록,오설록 20입 티백 5종 택 1,"9,500","7,000",445
바이오더마,[온라인몰 단독기획]바이오더마 하이드라비오 세럼 더블기획(40ml+40ml),"52,000","44,200",999+
후시다인,[안다 PICK]후시다인 더마 트러블 밸런싱 세럼 40g,"35,000","26,250",999+
팁토우,[한정기획/윈터트리오세트] 팁토우 컬러 네일 48종,"13,000","11,050",999+
넘버즈인,[단독기획] 넘버즈인 2번 딥클린 생크림 클렌징폼 더블 기획 (120ml+120ml),"14,000","9,900",999+
보로탈코,[1월 올영픽/단독기획] 보로탈코 크레마 벨루탄테 크림 30ml 더블 기획 (30ml+30ml),"15,000","9,900",999+
포맨트,포맨트 시그니처 코튼 스프레이 200ml (코튼허그),"23,000","21,000",271
어노브,어노브 볼륨 업 컬링 에센스 147ml (수분 컬크림),"16,000","14,200",999+
아벤느,[올리버쌤PICK]아벤느 제라캄 뉴트리션 로션 400ml 한정기획 (+200ml) (와다다곰 콜라보),"53,200","33,100",999+
좋은느낌,좋은느낌 입는 데이팬티 2종 택 1 (중형 / 대형 4P),"9,600","8,160",550
에스트라,에스트라 테라크네365 클리어 딥 클렌징 폼 200g,"23,000","20,700",999+
그로우어스,그로우어스 씨솔트 테라피 두피스케일러 대용량 250g+30g 증정기획,"27,000","25,700",999+
브링그린,[더블기획] 브링그린 티트리시카트러블클렌징폼 200mL더블기획_NEW,"19,000","13,900",999+
아이소이,아이소이 BR 블레미쉬 케어 업 세럼 더블기획 (20ml+20ml),"54,000","43,200",999+
아비브,[1월 올영픽] 아비브 부활초 콜라겐 패드 퍼밍 터치 60매 기획 (+10매 추가 증정),"24,000","16,800",65
티트리트,티트리트 푸룬딥스트롱 180ml,"4,500","3,600",999+
러븀,러븀 포어 리셋 머드 마스크 5매입,"25,000","16,700",258
아벤느,아벤느 이드랑스 에센스인로션 200ml 한정기획 (+젠틀토닝로션 200ml),"49,000","32,200",863
퓌,퓌 올트임 듀얼라이너,"17,000","13,600",999+
아누아,아누아 어성초 77 진정 마스크 1매,"4,000","2,000",999+
커리쉴,[1월올영픽/실키오일세럼13ml증정]커리쉴 실키 오일 세럼 70ml,"25,000","20,000",999+
더마비,더마비 데일리 모이스처 바디로션 더블 기획 (500ml+500ml),"39,000","24,900",999+
파넬,파넬 시카마누 약산성 바디미스트 150ml,"23,000","19,900",999+
라로슈포제,라로슈포제 NEW 시카플라스트 밤B5+ 40ml,"25,000","19,900",999+
프롬잇,프롬잇 프로틴칩 6종 택1,"2,700","2,500",999+
라우쉬,라우쉬 샴푸 200ml 8종 택1 (스위스허벌/윌로우바크/콜츠푸트/씨위드/멜로우/아보카도/에그오일),"26,000","21,500",999+
메디힐,메디힐 캡슐100 바이오 세컨덤 수분 하이드로 1매,"5,000","2,500",999+
비페스타,비페스타 클렌징오일 브라이트닝 230ml (각질&블랙헤드 제거),"16,000","10,900",999+
반디,[다영PICK] 반디 핑크다이아 손톱영양제 증정기획,"20,000","16,000",999+
릴리바이레드,릴리바이레드 앙큼라이어 코팅틴트(AD) 4g,"13,000","9,030",999+
인터미션,[고이진 PICK] 인터미션 레스트 업 세럼 크림 70ml,"28,900","24,500",94
포지타노,포지타노 레몬캔디 200g,"8,900","7,400",999+
아비브,아비브 약산성 pH 시트 마스크 아쿠아 핏 1매,"4,000","2,400",999+
토리든,[단독기획] 토리든 다이브인 저분자 히알루론산 크림 80ml 기획(+크림 20ml 추가증정),"21,000","15,700",999+
온더바디,[마루는강쥐X온더바디] 온더바디 코튼풋 발각질팩하자 풋필링팩 2개입 (1회분),"9,900","5,950",None
센트룸,[1월 올영픽]센트룸 멀티비타민 50정 우먼/맨 중 택 1 (50일분),"27,000","24,000",999+
클리오,클리오 킬커버 파운웨어 파운데이션,"34,000","23,800",999+
에이지투웨니스,[수영PICK 커버 새틴 미니 쿠션 증정]AGE20S 노블 커버 새틴 쿠션(본품+리필),"38,000","30,400",504
바닐라코,바닐라코 얼티밋 화이트 쿠션 모이스처 (본품+리필),"38,000","30,400",941
클리오,[단독기획] 클리오 수퍼프루프 브러쉬 라이너 기획 (립앤아이리무버미니 증정),"18,000","12,600",999+
미쟝센,미쟝센 살롱10 단백질 샴푸990ml(손상/극손상)2종 택1,"21,900","18,900",999+
생활약속,[단독기획]생활약속 기분전환 알파플러스 (본품10포+1포 추가 증정),"18,000","15,300",999+
달바,[촘촘 수분팩] 달바 화이트 트러플 너리싱 트리트먼트 마스크 5매,"25,000","12,500",999+
닥터지,[NEW] 닥터지 레드 블레미쉬 클리어 수딩 토너 300ml+300ml 듀오기획,"46,000","39,900",999+
디어스킨,[윤다영PICK]디어스킨 에어엠보 7종 택 1 (생리대 / 라이너 / 오버나이트),"6,900","6,210",999+
가히,가히 멀티밤 리필형 기획 (본품1개+리필1개),"49,000","39,800",999+
필리밀리,[레오제이 공동개발]필리밀리 쉐딩브러시 3종(코/턱/헤어라인),"9,500","8,200",999+
웨이크메이크,웨이크메이크 네일케어 핑크영양제 2종 택1,"5,000","4,500",999+
아베다,아베다 스칼프솔루션 리플레니싱 컨디셔너 1000ml,"220,000","187,000",None
라운드랩,[대용량] 라운드랩 1025 독도 클렌저 200ml 더블기획,"28,000","23,200",698
라네즈,라네즈 네오 파우더 7g,"20,000","15,000",999+
컬러그램,컬러그램 밀크 영롱 섀도우 7 COLOR,"9,800","8,300",999+
포맨트,포맨트 시그니처 올인원 에센스 96ml,"28,900","23,100",383
필리밀리,필리밀리 메이크업브러시클렌저,"7,500","6,700",957
라타플랑,라타플랑 미나리 진정 수분크림 75ml,"24,000","18,240",861
유기농본,유기농본 울트라슬림 팬티라이너 3팩 2종 택 1 (일반 34P / 롱 28P),"12,900","9,900",999+
오센트,오센트 퍼퓸샤쉐 대용량 기획 2종 중 택 1(포레스트 기획 / 러브 기획),"14,000","9,900",999+
토니모리,[단독기획] 토니모리 원더 세라마이드 모찌 토너 (본품500ml+100ml),"15,000","12,000",999+
리쥬란,[리쥬란 독자소재_저자극 안심성분] 리쥬란 더마힐러 모이스처 트리트먼트 마스크팩 5매 (온),"28,000","14,600",183
데이지크,[NEW컬러] 데이지크 프루티 립잼 4g 13종 택1,"17,000","11,900",999+
블리브유,[NEW] 블리브유 더 리얼 비타 C 20 앰플 12ml,"32,000","22,410",85
비판톨,[디렉터파이 PICK] 비판톨 더마 바디로션 400ml,"28,000","22,400",465
웨이크메이크,웨이크메이크 벨벳 블러링 매트 스틱 10COLOR,"18,000","14,400",999+
바닐라코,[재출시] 바닐라코 볼륨 립 플럼퍼 3.8g (맥시/라이트 택1),"16,000","14,400",942
반디,반디 네일큐어 단단강화제&단백질영양제,"15,000","12,000",999+
아이오페,아이오페 맨 올데이 퍼펙트 올인원 120ml 기획(+30ml 증정),"38,000","28,500",332
어노브,[2023어워즈]어노브 딥 데미지 트리트먼트 EX 320ml 어워즈기획(텐더블룸320ml+웜페탈320ml+샴푸52ml),"42,000","28,500",999+
젬소,[리뉴얼]젬소 아이래쉬 앤 아이브로우 멀티액티브 세럼,"40,900","38,000",430
라운드랩,라운드랩 자작나무 수분 패드 (본품80매+10매 추가 증정),"25,000","17,500",999+
바디판타지,바디판타지 바디스프레이 골라담기 (94ml / 기획세트),"8,900","6,900",999+
라보에이치,라보에이치탈모증상완화샴푸 두피강화 리필팩 333ml*2입기획,"27,900","21,900",999+
일리윤,[1월 올영픽] 일리윤 울트라 리페어 로션 600ML(올영 단독용량),"33,900","21,900",999+
케어플러스,케어플러스 스팟커버 패치 카밍 96매,"7,200","6,160",999+
스킨1004,[리프세이프]스킨1004 마다가스카르 센텔라 히알루-시카 워터핏 선 세럼 50ml,"19,000","14,000",410
스킨푸드,[피지쓱싹] 스킨푸드 미나리 클리어 패드 60매,"26,000","17,290",999+
메디힐,[NEW] 메디힐 대나무 숯 4D 블랙 마스크 1매,"3,000","1,500",999+
셀퓨전씨,셀퓨전씨 레이저 리쥬버네이션 크림 (본품 50ml+20ml 추가 증정),"40,000","28,000",999+
라로슈포제,라로슈포제 유비데아 안뗄리오스 톤업 선크림 30ml 기획 (클리어 / 로지 택1),"35,000","28,000",999+
닥터포헤어,[5년연속어워즈수상]닥터포헤어 폴리젠 샴푸 750ml 어워즈 기획(바이오-3 샴푸100ml*2+씨솔트 스케일러50g),"38,000","27,900",999+
에뛰드,[리뉴얼] 에뛰드 피지쏙파우더,"8,000","6,000",999+
필리밀리,필리밀리 투명한 속눈썹 접착제 7g,"6,000","4,800",246
푸드올로지,[서현Pick]콜레올로지 600mgX60정(1개월분),"45,800","36,950",790
니베아,니베아 SOS케어 바디로션 더블 기획 (400ml+400ml),"19,800","16,900",999+
유시몰,[한정기획] 유시몰 치약 106g 더블기획 (106g+106g+스퀴저),"18,900","16,900",999+
오센트,오센트 퍼퓸샤쉐 4종/에어퍼퓸 3종 택1,"7,000","5,600",999+
쏘내추럴,쏘내추럴 올 데이 메이크업 픽서 75ml 기획(+15ml 젤 픽서),"18,000","13,500",999+
구달,구달 청귤 비타C 잡티케어 세럼마스크 4매입,"8,000","7,200",999+
아비브,[1월 올영픽] 아비브 어성초 카밍 토너 스킨부스터 500ml 기획 (+화장솜 30매 증정),"45,000","27,000",999+
그로우어스,그로우어스 데미지 테라피 헤어 크림 트리트먼트 220ml 기획(+크림트리트먼트 21ml 증정),"22,000","20,900",327
리얼베리어,[온라인단독] 리얼베리어 익스트림 크림 65ml 기획세트(+25ml),"38,000","26,900",999+
닥터텅스,닥터텅스 스마트 치실 (색상 랜덤배송),"6,000","5,600",999+
바이오더마,바이오더마 시카비오 포마드 40ml,"25,000","16,250",999+
유시몰,[2023 어워즈] 유시몰 화이트닝 미백치약 106g 한정기획 (+화이트닝 칫솔 증정),"15,900","12,900",999+
클리오,클리오 프리즘 하이라이터 듀오,"23,000","16,100",999+
Y.N.M,[강지영 추천템] YNM 허니 립밤 4종 택1,"12,000","8,400",999+
락토핏,[2023어워즈/한정기획] 락토핏 골드 30포 더블기획 (+10포 증정) (70일분),"27,800","15,900",999+
그린몬스터,[SINCE 1997] 그린몬스터 헐리우드48시간 원조 비건 클렌즈 947ml,"35,000","26,000",999+
라운드랩,라운드랩 1025 독도 토너+로션기획 (토너 200ml+로션 200ml),"32,000","26,000",999+
실크테라피,[한정기획] 실크테라피 에센스 145KIT(130+15) 3종 택1 (손상/극손상용),"37,000","25,900",848
메디힐,메디힐 워터마이드 에센셜 마스크 10매입,"20,000","10,000",999+
마녀공장,마녀공장 퓨어 클렌징 오일 200ml,"19,900","15,500",999+
마녀공장,마녀공장 허브 그린 클렌징 오일 200ml+ 약산성 소다폼 (20ml+20ml),"19,900","15,500",999+
라네즈,라네즈 네오 쿠션 글로우 15g,"30,000","25,500",155
티트리트,[1월 올영픽]티트리트 여우티 11T+11T,"13,200","9,900",999+
라네즈,[특별기획] 라네즈옴므 크림 스킨 옴므 올인원 150ml 기획(+25ml+25ml),"28,000","19,600",924
마몽드,[1초 아이돌 마스크] 마몽드 로즈 +PHA 리퀴드 마스크 80ml 기획 (+토너패드 30매 증정),"28,000","19,600",999+
베네피트,베네피트 프리사이슬리 마이 브로우 펜슬,"40,000","34,000",999+
다슈,다슈 데일리 볼륨업 컬크림 150ml (볼륨컬링 스타일링),"15,000","9,800",999+
메이블린,[오예주PICK]메이블린뉴욕 얼티매트 립스틱 10colors,"14,000","9,800",999+
로벡틴,[진정/각질] 로벡틴 닥터마스크 시카 1매,"4,000","2,000",999+
메디힐,[NEW]메디힐 NMF 누드 겔 마스크 1매,"4,000","2,000",999+
아베다,아베다 스칼프솔루션 밸런싱 샴푸 1000ml,"192,000","163,200",None
세노비스,세노비스 밀크씨슬 60캡슐 (2개월분),"40,000","25,000",999+
가히,[김고은 Pick] 가히 멀티밤,"37,800","24,900",999+
바이탈헬스,바이탈헬스 바이탈슬림 다이어트 올인원 데이 20포 (10일분),"29,900","19,120",531
AHC,AHC 허브솔루션 위치하젤 토너 500ml,"15,000","11,900",70
종근당건강,종근당건강 프로메가 오메가3 트리플 60캡슐 (장용성) (1개월분),"14,900","11,900",999+
아로마티카,"아로마티카 퓨어앤소프트 여성청결제 170ml 2종 택1(기획세트, 단품)","19,000","13,300",999+
케어플러스,케어플러스 상처커버 스팟패치 빅(BIG) 81매,"6,500","6,000",999+
일리윤,[재구매1위] 일리윤 세라마이드 아토 집중크림 150ml +150ml 더블 기획,"25,500","18,900",999+
피지오겔,[한정기획] 피지오겔 DMT포맨 증정 기획세트 2종 (플루이드 or 크림),"65,000","32,900",999+
이브로쉐,[증량] 이브로쉐 모링가 리프레시 헤어식초 400ml (두피 진정/딥클렌징),"17,500","14,500",999+
헤트라스,[1+1] 헤트라스 프리미엄 대용량 디퓨저 플라워샵향 500ml 2개입,"18,900","18,500",299
라네이처,좋은느낌 라네이처 생리대 8종 택 1 (중형 / 대형 / 수퍼롱 / 라이너),"16,900","9,300",736
누즈,[NEW]누즈 무스 립추얼,"17,000","14,450",321
라로슈포제,라로슈포제 시카플라스트 로션 B5 판테놀 시카에센스 토너 200ml,"32,000","24,000",999+
파티온,[5겹장벽크림] 파티온 노스카나인 트러블 크림 45ml,"32,000","24,000",999+
그레인온,[관종언니 이지혜 Pick] 그레인온 골드 카무트 효소 30포 (30일분),"28,000","24,000",453
모레모,모레모 헤어 에센스 딜라이트풀 오일 150ml,"23,000","18,400",551
케이트,케이트 핏 레어 젤 펜슬,"18,000","14,400",999+
에스쁘아,[단독기획] 에스쁘아 프로테일러 비내추럴 쿠션 본품 (+리필 증정),"38,000","32,300",999+
뮤드,[NEW라떼톡기획] 뮤드 숄 모먼트 아이섀도우 팔레트 6종 중 택1 (기획/단품),"32,000","23,900",896
보다나,보다나 글램웨이브 봉고데기 프리볼트 36mm 4종 택1,"83,000","74,000",999+
박준뷰티랩,박준 LPP 단백질 노워시 트리트먼트 헤어팩 200ml+ 80ml (증정기획),"22,000","14,300",999+
달바,[올영 단독 증정/민감자차] 달바 워터풀 마일드 선크림 50ml,"34,000","23,800",189
오설록,오설록 콤부차 10입 50g (깔라망고/리치피치/애플파인 택 1),"8,000","5,600",999+
비오텀,비오텀 클렌징 밀크 200ml,"27,800","23,660",999+
아벤느,아벤느 트릭세라 로션 (본품200ml+100ml 추가 증정),"33,000","23,600",999+
어뮤즈,[장원영립밤] 어뮤즈 듀 밤,"20,000","18,050",999+
어뮤즈,[장원영 PICK] 어뮤즈 듀 틴트,"20,000","18,000",999+
토코보,토코보 바이오 워터리 선크림 50mL SPF50+ PA++++,"24,000","18,000",999+
코스알엑스,코스알엑스 풀핏 프로폴리스 시너지 토너 280ml 더블기획,"44,000","23,500",999+
센텔리안24,[단독기획]센텔리안24 링클셀 코어 아이크림 25ml (코어 세럼 10ml 증정),"38,000","17,900",386
딜라이트 프로젝트,"딜라이트 프로젝트 쫀득한 군고구마, 망고말랭이 대용량 기획","9,500","6,900",999+
스킨베네핏,스킨베네핏 3종 새치커버 마스카라 (흑갈색/자연갈색/자연흑색),"8,900","6,900",999+
코카콜라,[코카콜라본사직영]제로칼로리 뚱캔*24입 7종 택1(코카콜라/스프라이트/닥터페퍼/환타),"20,800","16,440",284
빠이러스,빠이러스 킬파이어 쿨가글액(플라워향) 500ml,"15,900","13,900",246
맥,MAC 립스틱,"37,000","31,450",999+
로레알,로레알파리 엑셀랑스 파리지앵시크 9 colors (패션컬러),"16,000","10,900",999+
바른생각,바른생각 워터리 핑거핏 20개입 (손가락 형),"15,900","10,900",760
미쟝센,[NEW] 미쟝센 퍼펙트 세럼 80ml [오리지널/스타일링/워터리/리치] 4종 택1,"15,000","8,500",999+
닥터자르트,[올영단독] 닥터자르트 세라마이딘 바디오일 250ml,"25,000","17,500",999+
라네즈,라네즈 네오 에센셜 블러링 피니시 파우더 7g,"27,000","22,900",999+
라이블링,[1월 올영픽]라이블링 옐로우 클렌즈 15ml*10포입 (레몬맛),"11,900","8,460",288
피카소,피카소 라텍스 스퀘어 메이크업 스펀지 (6P/20P),"13,000","8,650",999+
바세린,바세린 오리지널 프로텍팅 젤리 50ml,"2,200","2,000",999+
클리오,클리오 익스트림 젤프레소 펜슬라이너,"12,000","8,400",999+
히말라야,[비건인증]히말라야 립밤 10g,"3,500","2,800",999+
갸스비,갸스비 기름종이 파우더 타입 70매+70매,"7,300","6,500",999+
